9,62,9,8,26,45,16,10,9,57,57,21,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,79,republican
75,62,91,73,26,45,16,10,9,43,86,79,35,36,8,36,democrat
9,62,91,92,80,45,16,10,9,43,86,79,35,64,8,64,democrat
91,62,91,92,26,45,16,10,9,43,86,58,35,36,92,64,democrat
9,62,91,92,26,45,16,10,9,43,14,79,35,36,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,79,60,36,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,79,35,36,57,64,republican
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,64,republican
91,62,91,92,74,55,84,90,91,43,14,79,65,64,57,79,democrat
9,62,9,8,26,55,16,10,9,43,57,58,35,36,8,36,republican
9,62,9,8,26,45,16,10,9,43,86,58,35,36,57,79,republican
9,62,91,92,74,55,84,90,91,43,14,79,35,64,57,79,democrat
91,62,91,92,74,45,84,90,86,57,86,58,65,64,92,79,democrat
9,62,9,8,26,45,16,10,9,43,14,21,60,59,8,79,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,59,8,79,republican
91,38,91,92,74,45,16,90,86,57,86,21,60,64,8,64,democrat
91,58,91,92,74,55,84,90,91,43,14,79,35,64,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,58,35,36,8,36,republican
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
91,62,91,92,74,82,84,90,9,43,86,79,65,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,14,79,60,59,92,64,democrat
91,58,91,92,74,55,84,90,91,43,14,58,65,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,14,79,65,64,92,64,democrat
91,38,91,92,74,55,84,90,91,43,14,79,65,64,92,79,democrat
91,38,91,92,74,55,84,90,91,57,14,79,65,64,92,64,democrat
91,38,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
91,38,9,8,26,55,84,90,91,43,14,21,35,36,8,64,republican
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,79,democrat
91,62,91,92,74,55,84,90,91,57,14,79,35,64,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,64,republican
91,62,91,92,74,55,84,90,91,43,14,79,65,64,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
91,58,9,8,26,45,16,10,9,57,14,21,60,36,8,64,republican
91,62,9,8,26,45,16,10,9,43,14,79,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
91,38,91,92,74,55,84,90,91,57,86,79,35,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,57,79,65,64,8,79,democrat
91,62,91,92,74,55,84,90,91,43,14,79,65,64,92,79,democrat
91,38,91,92,74,55,84,90,91,43,14,79,65,64,8,64,democrat
91,38,91,92,74,55,84,90,91,43,14,79,65,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,86,79,65,64,8,79,democrat
91,62,91,92,74,55,84,90,86,43,86,79,65,64,92,79,democrat
91,62,91,92,74,55,84,90,91,43,14,79,65,64,8,64,democrat
91,38,91,92,74,55,84,90,86,43,14,79,65,64,8,79,democrat
91,62,91,92,74,55,84,90,9,43,14,79,65,36,8,64,democrat
9,58,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
9,62,9,8,26,45,16,27,9,43,14,21,35,36,8,64,republican
91,62,91,92,74,55,84,90,91,43,14,79,65,64,57,79,democrat
91,62,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
91,62,91,92,74,45,57,90,9,43,86,21,65,36,8,79,democrat
9,62,9,8,26,45,16,10,9,57,86,21,35,36,8,36,republican
9,62,9,8,26,45,16,10,9,57,86,21,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,36,8,79,republican
91,62,91,92,74,82,84,90,91,57,14,79,65,64,92,79,democrat
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
91,62,91,92,74,55,84,90,91,43,14,79,65,64,8,79,democrat
91,62,91,92,74,55,84,90,91,43,86,79,65,64,8,64,democrat
91,62,91,92,74,55,84,90,91,43,86,58,65,64,8,64,democrat
91,62,9,8,26,45,84,10,9,43,14,21,35,36,8,64,republican
9,62,9,8,26,45,84,10,9,43,86,21,35,36,8,64,republican
9,62,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
91,58,91,92,74,55,84,90,91,43,14,79,35,64,92,64,democrat
91,62,91,92,74,55,84,90,91,43,14,79,65,64,92,64,democrat
91,38,91,92,74,55,84,90,91,43,14,79,35,64,92,79,democrat
91,62,91,8,74,55,84,90,91,57,86,79,65,36,8,64,republican
91,62,91,92,74,55,84,90,91,43,86,79,65,64,92,79,democrat
91,38,91,8,26,55,84,10,91,57,14,79,35,36,8,64,republican
91,38,91,92,74,45,84,90,91,57,86,79,65,36,92,64,democrat
9,62,91,8,26,45,16,10,9,57,86,79,35,36,8,36,democrat
9,62,91,92,26,45,16,10,9,57,86,21,35,36,8,79,democrat
9,62,91,8,26,45,16,90,91,57,86,21,35,36,8,64,democrat
91,62,91,92,26,45,16,10,9,57,86,79,35,36,8,64,democrat
9,38,9,8,26,55,16,10,9,57,14,21,35,36,8,36,republican
91,38,91,92,74,45,84,90,91,57,14,21,65,36,8,79,democrat
91,38,91,92,74,55,84,90,86,57,86,21,65,36,8,64,democrat
9,38,9,8,26,45,16,10,9,57,14,21,35,36,8,64,republican
9,38,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
9,58,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
9,38,91,92,26,45,16,10,9,57,86,21,35,36,8,64,democrat
9,38,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
9,38,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
9,62,91,92,26,45,84,10,91,57,86,79,35,36,8,64,democrat
9,38,9,8,26,45,16,10,9,57,14,58,35,36,8,79,republican
91,38,91,92,74,55,84,90,91,57,14,79,65,64,92,64,democrat
91,38,91,92,74,55,84,90,91,57,86,79,65,64,92,64,democrat
91,62,91,92,74,55,84,90,9,57,86,79,65,59,92,64,democrat
91,38,91,92,74,55,84,10,91,57,86,79,65,64,92,64,democrat
91,38,91,92,26,45,16,10,9,43,14,79,65,64,8,64,democrat
91,38,91,92,26,45,16,27,86,43,86,58,60,59,92,64,democrat
9,38,64,92,26,45,16,10,9,43,86,21,35,36,8,64,democrat
91,38,9,92,26,45,84,10,9,57,86,79,65,36,8,64,democrat
91,62,91,92,74,45,84,90,91,57,14,79,65,64,8,64,democrat
9,38,9,8,26,45,16,10,9,57,57,21,35,36,8,36,republican
91,38,9,92,26,45,16,10,9,43,86,21,65,36,8,64,democrat
91,38,91,92,26,45,84,10,9,43,86,79,65,36,8,64,democrat
91,38,91,92,26,45,84,10,86,43,86,79,35,36,92,79,democrat
91,38,9,92,26,45,57,10,86,43,14,79,65,36,57,36,democrat
75,58,64,73,74,45,84,90,91,57,57,79,35,36,8,79,democrat
91,62,91,92,74,55,16,90,91,43,86,79,65,64,92,64,democrat
9,62,9,8,26,45,16,10,9,43,14,21,35,36,8,64,republican
9,58,64,73,80,82,57,27,86,57,57,58,60,36,57,79,republican
91,58,91,92,74,55,84,90,91,43,14,79,65,64,92,79,democrat
91,58,91,92,74,55,84,90,91,43,14,79,65,64,92,79,democrat
9,38,91,92,74,55,84,90,91,57,14,79,65,64,92,64,democrat
9,58,9,8,26,45,16,10,9,57,14,21,35,36,8,64,republican
9,58,91,92,74,45,84,90,9,57,14,79,65,64,92,79,democrat
9,58,9,8,26,45,16,10,9,57,14,21,35,36,8,36,republican
91,58,91,92,74,55,84,90,91,43,14,79,65,64,92,79,democrat
9,58,91,92,80,82,84,90,91,57,57,58,65,64,92,64,democrat
91,38,91,92,74,55,84,90,91,43,86,79,65,64,92,64,democrat
91,62,91,8,26,55,84,10,9,43,14,21,35,36,8,64,republican
9,62,91,92,74,55,16,90,91,57,86,79,65,64,92,64,democrat
9,38,9,8,26,45,16,10,9,43,14,21,35,36,8,36,republican
9,58,64,8,26,45,16,10,9,57,14,21,35,36,57,64,republican
9,58,9,8,26,45,16,10,9,57,14,21,35,36,8,64,republican
9,38,9,8,26,45,16,10,9,57,14,21,65,36,8,64,republican
91,58,9,8,26,45,16,90,9,43,14,21,35,36,8,64,republican
9,58,91,92,74,55,84,90,91,43,14,79,65,64,92,64,democrat
